Age,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,New_York_Young_Adults,New_York_Middle-aged_Adults,Gender_Female,Gender_Male,City_New York,Membership Type_Gold
0.1764705882352941,0.639502388893897,0.5,0.8421052631578942,1.0,0.2962962962962963,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6669070585053637,0.5714285714285714,0.7894736842105261,1.0,0.3518518518518518,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.7121608221400882,0.6428571428571428,0.6842105263157894,1.0,0.2222222222222221,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.3529411764705883,0.6846660055891102,0.5,0.8947368421052628,1.0,0.3703703703703703,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6578923645542233,0.5714285714285714,0.8421052631578942,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.7031461281889478,0.6428571428571428,0.7894736842105261,1.0,0.2037037037037037,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.3529411764705883,0.6756513116379698,0.5,0.736842105263158,1.0,0.2407407407407407,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6488776706030829,0.5714285714285714,0.7894736842105261,1.0,0.3148148148148147,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.6941314342378077,0.6428571428571428,0.8947368421052628,1.0,0.1851851851851852,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6578923645542233,0.5714285714285714,0.8421052631578942,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.7031461281889478,0.6428571428571428,0.7894736842105261,1.0,0.2037037037037037,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.3529411764705883,0.6756513116379698,0.5,0.736842105263158,1.0,0.2407407407407407,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6488776706030829,0.5714285714285714,0.7894736842105261,1.0,0.3148148148148147,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.6941314342378077,0.6428571428571428,0.8947368421052628,1.0,0.1851851851851852,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6578923645542233,0.5714285714285714,0.8421052631578942,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.7031461281889478,0.6428571428571428,0.7894736842105261,1.0,0.2037037037037037,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.3529411764705883,0.6756513116379698,0.5,0.736842105263158,1.0,0.2407407407407407,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6488776706030829,0.5714285714285714,0.7894736842105261,1.0,0.3148148148148147,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.6941314342378077,0.6428571428571428,0.8947368421052628,1.0,0.1851851851851852,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6578923645542233,0.5714285714285714,0.8421052631578942,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.7031461281889478,0.6428571428571428,0.7894736842105261,1.0,0.2037037037037037,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
0.3529411764705883,0.6756513116379698,0.5,0.736842105263158,1.0,0.2407407407407407,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2941176470588236,0.6488776706030829,0.5714285714285714,0.7894736842105261,1.0,0.3148148148148147,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
0.2352941176470588,0.6941314342378077,0.6428571428571428,0.8947368421052628,1.0,0.1851851851851852,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
