Customer ID,Age,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Houston_Middle-aged_Adults,Gender_Female,Gender_Male,City_Houston,Membership Type_Bronze
106,0.6470588235294117,0.027044081853421,0.0714285714285714,0.0526315789473683,0.0,0.2407407407407407,0.0,1.0,1.0,0.0,1.0,1.0
112,0.5882352941176472,0.0538177228883079,0.0,0.1052631578947369,0.0,0.2037037037037037,0.0,1.0,1.0,0.0,1.0,1.0
118,0.7058823529411766,0.0361489227440727,0.0714285714285714,0.0,0.0,0.2962962962962963,0.0,1.0,1.0,0.0,1.0,1.0
124,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
130,0.5882352941176472,0.0448030289371675,0.0714285714285714,0.0526315789473683,0.0,0.1851851851851852,0.0,1.0,1.0,0.0,1.0,1.0
136,0.7058823529411766,0.0271342287929324,0.0714285714285714,0.1052631578947369,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
142,0.6470588235294117,0.0090146939511403,0.0,0.0526315789473683,0.0,0.2222222222222221,0.0,1.0,1.0,0.0,1.0,1.0
148,0.5882352941176472,0.0538177228883079,0.0714285714285714,0.0,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1.0,1.0
154,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
160,0.5882352941176472,0.0448030289371675,0.0714285714285714,0.0526315789473683,0.0,0.1851851851851852,0.0,1.0,1.0,0.0,1.0,1.0
166,0.7058823529411766,0.0271342287929324,0.0714285714285714,0.1052631578947369,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
172,0.6470588235294117,0.0090146939511403,0.0,0.0526315789473683,0.0,0.2222222222222221,1.0,1.0,1.0,0.0,1.0,1.0
178,0.5882352941176472,0.0538177228883079,0.0714285714285714,0.0,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1.0,1.0
184,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
190,0.5882352941176472,0.0448030289371675,0.0714285714285714,0.0526315789473683,0.0,0.1851851851851852,0.0,1.0,1.0,0.0,1.0,1.0
196,0.7058823529411766,0.0271342287929324,0.0714285714285714,0.1052631578947369,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
202,0.6470588235294117,0.0090146939511403,0.0,0.0526315789473683,0.0,0.2222222222222221,0.0,1.0,1.0,0.0,1.0,1.0
208,0.5882352941176472,0.0538177228883079,0.0714285714285714,0.0,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1.0,1.0
214,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
220,0.5882352941176472,0.0448030289371675,0.0714285714285714,0.0526315789473683,0.0,0.1851851851851852,0.0,1.0,1.0,0.0,1.0,1.0
226,0.7058823529411766,0.0271342287929324,0.0714285714285714,0.1052631578947369,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
232,0.6470588235294117,0.0090146939511403,0.0,0.0526315789473683,0.0,0.2222222222222221,0.0,1.0,1.0,0.0,1.0,1.0
238,0.5882352941176472,0.0538177228883079,0.0714285714285714,0.0,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1.0,1.0
244,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,1.0,1.0,1.0,0.0,1.0,1.0
250,0.5882352941176472,0.0538177228883079,0.0714285714285714,0.0,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1.0,1.0
256,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
262,0.5882352941176472,0.0448030289371675,0.0714285714285714,0.0526315789473683,0.0,0.1851851851851852,0.0,1.0,1.0,0.0,1.0,1.0
268,0.7058823529411766,0.0271342287929324,0.0714285714285714,0.1052631578947369,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
274,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
280,0.5882352941176472,0.0538177228883079,0.0714285714285714,0.0,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1.0,1.0
286,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
292,0.5882352941176472,0.0448030289371675,0.0714285714285714,0.0526315789473683,0.0,0.1851851851851852,0.0,1.0,1.0,0.0,1.0,1.0
298,0.7058823529411766,0.0271342287929324,0.0714285714285714,0.1052631578947369,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
303,0.5294117647058822,0.0358784819255386,0.0,0.1578947368421051,0.0,0.2222222222222221,0.0,1.0,1.0,0.0,1.0,1.0
309,0.7058823529411766,0.0451636166952131,0.0714285714285714,0.1052631578947369,0.0,0.2962962962962963,0.0,1.0,1.0,0.0,1.0,1.0
315,0.6470588235294117,0.0090146939511403,0.0,0.2105263157894736,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
321,0.5882352941176472,0.0538177228883079,0.0714285714285714,0.0,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1.0,1.0
327,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
333,0.5882352941176472,0.0448030289371675,0.0714285714285714,0.0526315789473683,0.0,0.1851851851851852,0.0,1.0,1.0,0.0,1.0,1.0
339,0.7058823529411766,0.0271342287929324,0.0714285714285714,0.1052631578947369,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
345,0.6470588235294117,0.027044081853421,0.0,0.1052631578947369,0.0,0.2962962962962963,0.0,1.0,1.0,0.0,1.0,1.0
351,0.5882352941176472,0.0628324168394482,0.0714285714285714,0.0526315789473683,0.0,0.2037037037037037,0.0,1.0,1.0,0.0,1.0,1.0
357,0.6470588235294117,0.0,0.0,0.2105263157894736,0.0,0.3148148148148147,0.0,1.0,1.0,0.0,1.0,1.0
363,0.5882352941176472,0.0177589470837464,0.0714285714285714,0.0526315789473683,0.0,0.2222222222222221,0.0,1.0,1.0,0.0,1.0,1.0
369,0.6470588235294117,0.0360587758045614,0.0,0.2105263157894736,0.0,0.2777777777777778,0.0,1.0,1.0,0.0,1.0,1.0
375,0.5882352941176472,0.0538177228883079,0.0714285714285714,0.0,0.0,0.2407407407407407,0.0,1.0,1.0,0.0,1.0,1.0
381,0.6470588235294117,0.0180293879022807,0.0,0.2105263157894736,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0
387,0.5882352941176472,0.0267736410348868,0.0714285714285714,0.0526315789473683,0.0,0.2592592592592593,0.0,1.0,1.0,0.0,1.0,1.0
393,0.6470588235294117,0.0360587758045614,0.0,0.2105263157894736,0.0,0.3518518518518518,0.0,1.0,1.0,0.0,1.0,1.0
